,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1869,1,723,696,670,1,0,0,37.09797801,5,No,No,M,2,00No,19066,15,2,No,W09,0,No,0.757340882
1870,1,659,666,641,1,2,1,53.89030319,5,No,No,A,2,01Lo,7422.14,33,2,No,W04,0,Yes,0.571779903
1871,1,650,674,674,1,1,1,58.58760216,5,No,No,M,3,00No,13663.45,23,2,No,W08,0,Yes,0.190475789
1872,1,801,795,753,1,2,1,32.30455894,7,No,No,M,4,00No,13729.8,25,0,Yes,W07,1,No,0.43266125
1873,1,615,594,644,0,1,0,33.83548734,4,No,No,M,3,00No,13592.94,21,0,Yes,W08,1,Yes,0.407287535
1874,1,677,638,671,0,0,0,45.0868318,7,No,No,M,3,00No,14199.35,29,1,No,W10,1,Yes,0.028672493
1875,1,689,663,664,1,0,1,49.95349759,6,No,No,A,3,00No,12394.82,29,0,No,W10,1,No,0.087719815
1876,1,618,574,618,1,1,1,65.56913766,5,No,Yes,A,4,01Lo,14449.07,15,0,Yes,W09,1,Yes,0.73563834
1877,1,617,641,623,0,0,0,44.40585004,6,No,No,M,2,00No,8800.44,26,1,No,W10,1,No,0.672659992
1878,0,NA,645,611,1,2,1,48.03921416,6,No,No,M,2,00No,9595.51,18,0,No,W10,1,Yes,0.148233012
1879,1,564,566,NA,2,2,2,77.02624629,4,Yes,Yes,M,1,02Hi,8990.4,18,2,No,W01,0,Yes,0.068728748
1880,1,529,482,488,2,5,2,78.29079826,4,Yes,Yes,M,1,02Hi,4589.43,16,1,No,W02,0,Yes,0.425718362
1881,1,682,668,637,0,2,0,49.80230126,6,No,No,A,3,00No,12585.96,26,0,No,W10,1,No,0.901003538
1882,1,597,618,544,0,1,0,37.49360377,6,No,No,A,2,00No,9153.69,19,0,No,W09,1,Yes,0.756499873
1883,1,626,NA,604,1,2,1,57.86906522,6,No,No,P,2,00No,11984.24,22,0,No,W04,1,Yes,0.898684735
1884,1,725,724,665,2,0,0,59.62231102,7,No,No,M,1,00No,13987.59,23,0,No,W06,0,No,0.111012461
1885,0,NA,624,575,1,1,1,28.35497787,4,No,No,M,1,00No,10423.34,26,2,No,NA,0,Yes,0.948585116
1886,0,646,647,656,1,3,1,59.13065191,5,No,No,M,1,00No,12049.32,22,2,No,W01,0,Yes,0.788729854
1887,1,610,606,631,2,1,1,60.10111953,6,No,No,A,3,01Lo,12537.06,22,0,No,W09,1,No,0.386171349
1888,1,643,642,NA,0,0,0,42.10543973,6,No,No,A,4,00No,14258.83,21,0,Yes,W08,2,Yes,0.612629941
1889,1,569,578,572,1,2,2,53.32512537,4,Yes,Yes,P,4,02Hi,13588.11,23,2,Yes,W08,2,Yes,0.651182472
1890,1,653,641,628,0,2,1,48.6109312,4,No,No,A,4,01Lo,11273.84,28,1,No,W03,1,No,0.19155068
1891,1,616,635,590,1,0,0,41.51893705,4,No,No,P,2,00No,13807.84,33,2,No,W05,1,No,0.524191187
1892,1,576,597,601,0,1,0,38.84957443,6,No,Yes,M,3,00No,13596.75,25,0,No,W10,0,Yes,0.417970962
1893,1,601,558,550,0,0,1,33.27526971,6,No,Yes,M,2,00No,11073.55,25,0,No,W10,1,Yes,0.019775265
1894,1,664,656,652,0,0,0,40.25951487,6,No,No,A,3,00No,16787.87,25,0,Yes,W08,0,Yes,0.229916061
1895,1,566,NA,572,0,0,0,31.1598876,6,No,Yes,A,4,00No,15458.95,28,0,No,W03,1,No,0.379565503
1896,1,622,590,607,1,2,1,18.07171384,5,No,No,A,3,00No,10894.98,27,0,No,W06,2,No,0.90378389
1897,1,632,594,613,1,0,0,12.35065323,5,No,No,A,4,00No,17173.34,27,0,Yes,W08,1,Yes,0.144877358
1898,0,559,510,542,1,0,1,63.93532748,4,No,No,M,0,02Hi,8959.43,16,2,No,W01,0,Yes,0.893234609
1899,1,719,666,692,1,2,0,59.75328288,5,No,No,M,0,00No,11034.93,15,1,No,W04,0,Yes,0.618567317
1900,1,598,626,605,0,3,1,64.34448616,7,Yes,No,M,0,02Hi,5882.55,26,2,No,NA,0,Yes,0.034580553
1901,1,716,706,692,1,0,0,52.1569921,8,No,No,A,2,00No,11131.47,29,0,No,W04,0,Yes,0.007432611
1902,1,665,634,NA,1,1,1,37.64176617,7,No,No,M,3,01Lo,9579.14,20,0,No,W07,1,Yes,0.059594623
1903,1,580,565,544,0,1,1,70.02340305,4,No,No,A,3,00No,14215.63,22,0,Yes,W10,1,No,0.94302661
1904,1,699,730,NA,0,3,0,43.29757596,7,No,No,M,4,00No,11959.81,23,0,No,W08,2,Yes,0.433549903
1905,1,NA,656,672,0,0,0,41.21896398,7,No,No,M,2,00No,15656.88,19,0,Yes,W08,1,No,0.314806277
1906,0,694,679,696,1,0,1,53.80316439,7,No,No,M,0,01Lo,9798.9,28,2,No,W03,0,Yes,0.249485447
1907,1,655,636,NA,1,1,0,35.45493176,6,No,No,A,4,01Lo,16829.81,26,2,Yes,W09,1,Yes,0.415392102
1908,1,621,NA,613,1,4,1,46.49530987,4,No,No,M,5,01Lo,13404.93,21,2,No,NA,0,No,0.446706322
1909,1,666,692,673,0,0,1,59.54115518,5,No,No,A,2,00No,12135.27,27,0,Yes,W10,0,Yes,0.432570394
1910,1,704,707,673,1,3,1,60.64830672,4,No,No,M,2,00No,11775.99,20,0,No,W03,0,Yes,0.662851737
1911,1,639,673,601,1,0,1,29.41676385,6,No,No,A,3,00No,15336.01,21,0,Yes,W08,2,No,0.543205059
1912,1,705,732,688,1,2,1,46.49217985,8,No,No,A,4,00No,12754.8,25,1,Yes,W09,2,No,0.655093435
1913,1,656,671,673,1,1,0,50.70695781,5,No,No,P,5,00No,13423.6,37,2,No,W03,0,Yes,0.110220116
1914,0,626,600,621,1,2,1,55.54259261,4,No,No,M,2,01Lo,11605.17,15,1,No,W07,0,Yes,0.764740352
1915,0,646,629,588,0,2,0,46.25222745,6,No,No,M,1,00No,8822.01,30,0,No,W02,0,Yes,0.802949233
1916,0,535,527,558,2,3,1,54.65357939,4,Yes,Yes,M,1,02Hi,5323.03,17,1,No,W02,0,Yes,0.830007508
1917,1,688,NA,634,0,2,0,46.29502085,6,No,No,A,3,00No,14075.89,27,0,No,W10,1,Yes,0.809906642
1918,1,764,713,705,0,1,1,56.26007441,7,No,No,M,1,00No,12108.45,23,2,No,W01,0,Yes,0.24433765
1919,1,629,616,615,1,3,0,43.43661554,7,No,No,P,4,00No,15996.77,22,0,Yes,W07,1,No,0.458405016
1920,1,676,684,653,1,2,1,49.90462951,7,No,No,P,2,00No,9549.92,26,0,No,W03,0,Yes,0.417614519
1921,1,734,707,697,1,0,1,30.88761679,7,No,No,A,5,00No,11552.82,38,0,No,W09,1,Yes,0.760405394
1922,1,662,694,649,1,2,1,40.49725928,5,No,No,M,2,00No,10277.28,28,2,No,W07,1,Yes,0.513895509
1923,1,589,552,565,0,3,1,27.89463371,5,No,No,A,3,00No,10458.69,22,1,Yes,W10,2,Yes,0.68001713
1924,0,558,578,529,1,3,2,32.1457993,5,No,No,A,3,02Hi,9635.97,23,1,No,W07,0,No,0.257526394
1925,1,756,715,677,1,4,1,53.53210681,5,No,No,P,5,00No,12572.74,27,0,Yes,W09,1,No,0.417326753
1926,1,549,555,575,1,2,1,24.55012602,7,No,No,A,5,01Lo,16278.87,25,0,Yes,W10,0,No,0.963825175
1927,1,686,699,694,0,0,0,45.43081622,5,No,No,A,2,00No,12695.71,29,0,No,W04,2,Yes,0.359322011
1928,1,717,667,669,1,4,1,35.76202124,4,No,No,M,2,00No,9511.16,30,2,Yes,W06,1,Yes,0.962276887
1929,1,645,643,674,1,4,0,45.24559666,6,No,No,A,4,00No,17352.66,25,0,No,W05,0,No,0.670547485
1930,0,579,582,602,2,1,2,61.02314471,4,Yes,Yes,M,1,02Hi,9175.61,24,2,No,W06,0,No,0.624357111
1931,1,545,527,537,1,0,1,32.7188521,4,No,No,M,2,00No,8872.46,24,0,No,W07,1,Yes,0.43387256
1932,1,690,NA,677,2,4,0,43.75183212,7,No,No,M,3,00No,12403.84,33,1,No,W08,0,No,0.853043554
1933,1,666,617,611,0,0,0,54.91089156,4,No,No,M,4,00No,13017.83,28,2,No,W03,1,Yes,0.014123257
1934,1,688,739,690,0,1,0,31.00057189,7,No,No,A,5,00No,16519.61,25,0,No,NA,1,No,0.299346565
1935,1,664,678,704,1,3,1,61.43737096,7,No,No,A,4,00No,12389.44,25,0,No,NA,0,Yes,0.654780538
1936,0,552,515,523,1,2,1,36.32093713,3,No,No,M,2,01Lo,10149.25,24,0,Yes,W06,0,Yes,0.480689025
1937,1,596,570,611,0,0,0,39.35070061,6,No,No,M,4,01Lo,9557.59,23,0,No,W05,1,No,0.710025174
1938,1,760,751,793,1,4,1,62.72756136,5,No,No,A,2,00No,15914.64,21,0,No,W07,0,Yes,0.88773346
1939,0,650,626,648,1,3,1,62.83313543,5,Yes,No,M,3,02Hi,13126.46,24,2,No,W05,0,Yes,0.903198933
1940,0,609,NA,575,2,3,1,43.33169317,6,No,Yes,A,3,01Lo,11033.56,22,1,No,W03,0,Yes,0.786179692
1941,1,628,613,609,1,1,2,36.67750364,4,No,No,A,4,00No,11139.22,21,0,Yes,W09,2,No,0.090646129
1942,0,584,562,584,1,3,1,76.22170765,4,No,No,M,2,00No,9081.3,18,0,No,W05,0,No,0.172551488
1943,1,552,616,554,1,0,1,42.75940808,6,Yes,No,A,4,02Hi,12789.11,33,1,No,W10,0,Yes,0.980541209
1944,1,625,597,NA,0,1,0,41.83381917,5,No,No,P,3,00No,14272.81,28,0,No,W09,1,Yes,0.029871435
1945,1,579,524,529,0,1,0,52.04286141,7,No,No,P,4,01Lo,16875.11,11,0,Yes,W10,2,No,0.255291466
1946,0,592,615,546,0,2,0,45.97489764,4,No,No,A,3,00No,8738.17,25,0,No,W06,2,Yes,0.985382797
1947,1,650,644,661,1,2,0,38.09450432,8,No,Yes,M,2,01Lo,12190.04,20,0,No,W09,0,Yes,0.688682551
1948,1,652,NA,635,0,1,0,58.7233474,5,No,No,A,4,00No,12732.64,27,0,No,W01,0,No,0.647573371
1949,1,632,673,631,0,0,0,31.86334892,5,No,No,M,0,00No,7860.22,15,0,No,W07,2,Yes,0.342972228
1950,1,712,718,692,1,1,0,40.84469115,7,No,No,A,3,00No,9378.27,27,0,No,W03,2,Yes,0.517646033
1951,0,591,565,530,0,1,1,45.34262835,6,No,No,M,0,02Hi,11078.87,22,1,No,W05,0,Yes,0.244714481
1952,1,678,675,671,2,2,1,40.49305107,5,No,No,M,4,00No,12591.81,21,2,No,W09,1,No,0.213365591
1953,0,650,619,645,0,2,1,52.55370363,5,No,No,M,3,00No,7689.45,30,0,No,W02,0,No,0.623665818
1954,1,690,690,706,0,2,1,51.86587023,6,No,No,M,2,00No,13418.72,33,0,No,W03,0,Yes,0.107385725
1955,1,702,671,672,0,1,1,42.51357346,6,No,No,P,5,00No,12200.11,22,0,Yes,W08,2,No,0.03825995
1956,1,679,677,NA,1,2,2,37.60525774,7,No,No,A,3,00No,10925.28,24,0,No,W07,0,No,0.6012101
1957,1,711,665,680,0,1,1,50.32745027,6,No,No,A,5,00No,11860.02,37,0,No,W07,1,No,0.486425141
1958,1,710,694,726,1,0,0,34.02667293,5,No,No,A,3,00No,16809.08,34,1,No,W10,2,Yes,0.689178167
1959,1,634,615,645,1,1,1,49.84422326,6,No,No,A,3,01Lo,12618.1,17,2,No,W03,1,Yes,0.214849639
1960,1,671,667,649,1,2,0,29.88920279,6,No,No,M,1,00No,7611.4,22,0,Yes,W06,2,Yes,0.265647325
1961,1,735,747,702,0,1,0,47.7110299,5,No,No,A,3,00No,12178.69,31,0,Yes,W09,1,Yes,0.319021933
1962,1,691,676,645,0,1,0,37.53825348,5,No,No,A,4,00No,12738.54,25,0,Yes,W08,2,Yes,0.155573524
1963,1,575,571,NA,1,3,1,45.45110647,6,No,No,M,2,02Hi,7816.1,22,0,No,W04,0,Yes,0.506611548
1964,1,663,665,675,0,0,0,36.89071383,7,No,No,A,2,01Lo,11367.92,22,0,No,W06,1,Yes,0.791696652
1965,0,606,587,622,1,3,1,48.79743175,4,No,No,M,2,01Lo,12339.84,20,2,No,W05,0,Yes,0.452047084
1966,0,593,604,611,0,0,0,57.78870791,7,No,No,M,2,02Hi,12020.41,22,0,No,W03,0,No,0.417224557
1967,1,732,703,716,1,1,0,34.27692319,7,No,No,A,5,00No,15667.16,34,0,Yes,W08,1,No,0.385314216
1968,1,650,671,675,0,0,0,36.95619933,8,No,No,A,1,00No,14696.45,21,1,No,W10,0,Yes,0.301392474
1969,1,654,639,629,0,1,1,45.26864062,6,No,No,P,3,00No,16559.18,23,0,Yes,W09,2,Yes,0.005596175
1970,1,590,531,618,0,1,0,49.22572529,5,No,No,M,1,00No,14698.66,15,0,No,W03,0,Yes,0.084444121
1971,1,661,685,695,1,2,1,53.35884255,7,No,No,P,4,00No,10599.98,19,0,No,W09,1,Yes,0.116917155
1972,1,676,NA,NA,0,1,1,33.57226474,7,No,No,M,3,00No,14447.43,22,0,Yes,W10,0,Yes,0.165073302
1973,0,566,593,561,2,5,2,26.59113981,4,No,No,M,0,02Hi,9325.97,18,2,No,W02,0,Yes,0.63847025
1974,0,629,603,605,1,2,0,47.43808247,6,No,No,M,2,02Hi,9887.95,17,2,No,W01,0,Yes,0.45591324
1975,1,635,681,620,2,3,1,65.91406,7,Yes,No,M,0,02Hi,9992.47,18,2,No,W01,0,Yes,0.947397125
1976,1,740,709,720,1,1,0,74.6437486,7,No,No,P,5,00No,14245.75,24,0,Yes,NA,1,Yes,0.777507183
1977,0,603,597,587,1,2,1,52.16043385,5,Yes,Yes,M,1,01Lo,13472.52,16,1,No,W06,0,Yes,0.040908515
1978,1,645,620,625,0,0,0,44.05609222,6,No,No,P,4,00No,12328.07,28,0,Yes,W08,2,No,0.387079831
1979,1,707,716,709,0,2,0,48.56102366,6,No,No,A,3,00No,14205.94,25,0,No,W07,0,Yes,0.327814214
1980,1,659,674,NA,1,1,0,42.51089644,7,No,No,M,3,00No,11843.78,16,0,No,W10,2,No,0.365571344
1981,1,679,681,607,1,2,0,43.60363588,8,No,No,A,1,00No,13673.34,20,0,No,W09,0,No,0.032943339
1982,1,661,645,641,0,1,1,53.43840516,5,No,No,A,2,00No,14241.81,18,2,Yes,W08,1,Yes,0.907701294
1983,1,654,675,612,0,0,1,57.12211815,5,No,No,A,3,00No,13120.81,23,1,No,W10,0,No,0.206151484
1984,1,693,NA,667,1,0,1,45.77672652,4,No,No,M,2,00No,12491.3,21,2,Yes,W10,2,Yes,0.899708903
1985,1,648,654,642,0,1,0,46.49432277,7,No,No,A,4,01Lo,11921.39,31,2,Yes,W06,2,No,0.159817176
1986,0,593,569,594,1,2,2,47.13624103,5,No,No,M,1,01Lo,11569.82,11,0,No,W04,0,Yes,0.888697719
1987,1,601,583,598,0,3,1,42.91508652,5,No,No,P,4,00No,13077.38,26,0,No,W06,1,Yes,0.863474136
1988,1,641,619,614,1,1,1,46.00603728,6,Yes,Yes,P,5,02Hi,18136.86,17,2,Yes,W08,0,No,0.101449238
1989,1,NA,NA,598,1,1,1,41.18101603,5,No,No,M,1,00No,9806.09,18,0,No,W07,1,Yes,0.493073194
1990,1,673,NA,656,1,2,0,26.64189848,5,No,No,M,3,00No,15213.75,29,1,Yes,W09,1,Yes,0.679611311
1991,1,594,564,530,0,1,1,37.63028565,5,No,No,M,3,00No,11482.32,35,1,No,W05,0,Yes,0.125742706
1992,0,649,655,677,1,3,1,51.45158539,5,No,No,M,1,00No,10575.51,21,2,No,W04,0,Yes,0.299642921
1993,1,596,624,578,1,3,0,38.97386224,6,No,No,A,3,02Hi,10461.54,25,1,No,W09,1,Yes,0.94659045
1994,1,687,672,666,0,2,0,48.55806835,6,No,No,M,3,00No,10661.81,24,0,No,W01,1,No,0.747887491
1995,1,643,680,666,1,2,0,22.53778188,8,No,No,A,4,00No,13861.57,30,0,Yes,W10,1,No,0.10793063
1996,1,677,652,667,0,2,0,60.3976864,5,No,No,P,3,00No,13826.25,29,0,No,W08,0,Yes,0.305866067
1997,1,524,511,531,1,2,0,52.56862926,3,No,No,M,0,02Hi,7970.28,23,1,No,W02,1,Yes,0.616167123
1998,1,620,608,626,2,2,0,35.79328348,5,No,Yes,M,2,00No,4820.72,27,0,No,W04,1,Yes,0.820453166
1999,1,715,656,633,0,1,1,54.09484038,5,No,No,A,2,00No,14799.91,27,1,Yes,W08,0,Yes,0.58436829
2000,1,652,651,665,0,5,0,44.53993265,6,No,No,A,2,00No,15376.23,20,0,No,W09,1,No,0.931464178
2001,1,786,732,770,1,4,1,61.03834245,6,No,No,A,3,00No,11562.72,32,2,No,W04,0,Yes,0.835210107
2002,1,644,651,632,1,1,1,46.22654018,6,No,No,M,2,01Lo,13296.74,20,1,No,W03,0,No,0.033347291
2003,1,603,612,NA,1,3,1,40.65078634,4,No,No,A,4,01Lo,14962.7,22,0,Yes,W08,1,No,0.676405012
2004,1,559,551,513,1,3,1,44.87607954,6,No,No,P,2,02Hi,10519.33,25,0,No,W05,1,Yes,0.070922193
2005,0,503,436,470,1,1,1,43.143124,3,Yes,Yes,M,3,02Hi,11450.76,16,1,No,W07,2,No,0.234839666
2006,1,663,615,643,1,0,0,47.61389021,6,No,No,A,2,00No,12593.61,22,0,No,W02,1,Yes,0.93106166
2007,0,NA,640,609,1,3,1,50.39760693,5,Yes,No,M,1,01Lo,14027.63,23,1,No,W07,0,Yes,0.512160777
2008,1,699,674,655,1,2,0,62.74663042,7,No,No,A,3,01Lo,8978.7,28,0,Yes,W07,1,Yes,0.096786126
2009,1,661,660,NA,0,0,1,41.41237106,7,No,No,A,4,00No,15927.07,27,1,Yes,W08,1,No,0.716332869
2010,1,671,632,635,2,3,1,50.45668025,5,No,No,P,3,00No,13188.8,27,1,No,W09,0,No,0.077047408
2011,1,660,647,627,1,3,1,46.73864978,4,Yes,Yes,M,3,00No,17244.08,23,2,No,W07,0,Yes,0.99413802
2012,1,709,682,711,0,0,0,28.14726358,6,No,No,A,2,00No,11580.3,33,0,No,W05,2,No,0.640278693
2013,0,691,NA,694,2,3,2,66.70040445,4,No,No,M,1,01Lo,7645.44,14,1,No,W01,0,Yes,0.753769538
2014,1,660,641,641,1,0,1,49.45838367,5,No,No,M,2,00No,11655.1,18,0,No,W07,1,No,0.01860472
2015,1,642,640,NA,1,3,2,42.92580578,5,No,No,M,1,00No,11481.36,17,0,No,W06,0,Yes,0.749375295
2016,1,626,NA,644,1,3,0,49.91077011,6,No,No,M,3,00No,11321.22,27,0,No,W03,0,No,0.200058334
2017,1,651,630,645,2,2,1,49.82018287,5,No,No,M,2,00No,10061.34,23,0,No,W09,0,Yes,0.979718692
2018,1,620,594,592,1,3,1,48.67062524,6,No,No,A,3,00No,15058.67,9,0,Yes,W08,2,Yes,0.480644348
2019,1,651,677,670,1,1,1,44.18286772,7,No,No,M,2,00No,11622.94,23,0,No,NA,0,Yes,0.783508483
2020,1,714,680,680,1,2,1,49.36650412,6,No,No,P,4,00No,12814.15,29,0,No,W08,1,No,0.545633748
2021,1,562,567,552,1,3,0,39.57501772,5,Yes,Yes,A,5,02Hi,13232.1,30,1,No,W04,1,No,0.100760651
2022,0,674,728,644,1,1,0,41.62434055,6,No,No,A,4,01Lo,11771.88,31,2,No,NA,1,No,0.316302371
2023,1,673,640,621,1,2,2,64.01775289,8,Yes,Yes,A,3,02Hi,8582.26,30,0,Yes,W06,0,No,0.959667913
2024,1,651,645,638,1,2,1,29.73083167,6,No,No,M,4,00No,13168.47,31,0,Yes,W09,1,Yes,0.512944277
2025,1,721,676,NA,1,2,0,39.05768756,5,No,No,M,2,00No,10597.4,24,2,No,NA,2,Yes,0.316361051
2026,1,672,685,688,1,1,0,44.90947473,7,No,No,M,3,00No,8871.17,27,0,No,W04,1,No,0.320866429
2027,1,661,639,621,1,4,1,44.45127989,6,No,Yes,M,1,00No,12117.92,14,0,No,W07,0,No,0.487991728
2028,1,729,726,749,0,0,0,36.00588824,8,No,No,A,4,00No,14074.24,40,2,Yes,W09,1,Yes,0.962391949
2029,0,614,587,599,2,4,1,63.37850386,4,No,No,A,1,01Lo,6154.76,21,0,No,W02,0,Yes,0.826816354
2030,1,763,758,744,1,2,1,59.92891509,7,No,No,M,0,00No,6983.38,28,0,No,W03,0,No,0.204588521
2031,0,657,631,630,2,4,1,55.76082074,4,No,Yes,M,2,00No,5141.94,23,0,No,W03,1,No,0.409879816
2032,1,545,NA,544,1,2,1,56.36920011,6,No,No,A,2,02Hi,12330.03,15,0,No,W03,0,Yes,0.472479959
2033,0,674,628,675,1,3,2,66.12354397,7,No,No,A,0,01Lo,8549.38,17,0,No,W02,0,Yes,0.440460423
2034,1,673,664,698,1,0,0,39.51466339,5,No,No,M,2,00No,11711.8,26,2,No,W08,0,Yes,0.938269313
2035,1,571,576,NA,1,4,0,34.22676832,5,No,No,P,5,00No,16572.03,18,0,Yes,NA,2,No,0.15269902
2036,0,693,674,711,1,2,1,51.05031338,5,No,No,M,1,00No,13027.29,16,2,No,NA,0,Yes,0.954591772
2037,1,614,652,NA,2,3,1,37.76606197,4,No,No,P,5,02Hi,17704.85,18,2,Yes,W10,0,Yes,0.824127774
2038,1,638,636,607,0,0,0,32.48325068,6,No,No,M,5,00No,16989.99,28,0,Yes,W07,1,No,0.672659432
2039,0,582,577,575,2,5,2,65.48848925,5,No,No,M,0,01Lo,9500.28,19,2,No,W02,0,No,0.191167343
2040,0,549,545,544,0,2,1,52.07733123,5,Yes,No,M,2,02Hi,12626.22,20,2,No,NA,0,Yes,0.974251815
2041,0,595,561,552,2,4,1,55.25199115,5,No,Yes,M,0,02Hi,3874.64,14,0,No,W02,0,Yes,0.29535019
2042,0,689,720,679,0,0,0,32.18590794,8,No,No,A,3,00No,18148.78,30,0,No,W03,0,Yes,0.115664154
2043,1,714,662,703,0,1,0,41.40382207,8,No,No,P,5,00No,17877.01,30,0,Yes,W08,0,Yes,0.768438026
2044,1,685,647,684,0,0,0,43.36961165,5,No,No,M,3,00No,14985.51,20,1,No,W09,2,Yes,0.222966128
2045,0,677,658,653,0,0,0,58.74801228,6,No,No,A,1,00No,13905.61,26,2,No,W05,0,Yes,0.781076135
2046,1,641,639,630,1,2,0,63.2793566,5,No,No,P,4,00No,15922.1,21,1,Yes,W08,1,Yes,0.114102852
2047,1,566,579,571,2,4,2,49.84784751,5,Yes,Yes,M,1,02Hi,13350.7,13,2,No,W07,0,Yes,0.34012285
2048,0,529,510,521,1,4,2,62.84503502,3,Yes,No,M,1,02Hi,10772,26,2,No,W01,0,Yes,0.814203804
2049,1,621,584,612,1,4,1,54.6567674,3,No,No,A,1,00No,16715.74,7,2,Yes,W08,1,Yes,0.572701214
2050,1,619,NA,631,0,0,0,29.43108639,5,No,No,A,3,00No,8234.12,39,0,No,W03,1,No,0.676458835
2051,0,602,606,583,1,2,0,80.97553666,4,No,No,M,1,01Lo,5814.71,22,2,No,W02,0,Yes,0.335540314
2052,1,591,594,613,1,0,0,31.43481148,7,No,No,M,2,00No,12450.21,25,0,No,W04,0,Yes,0.702880773
2053,1,599,527,529,1,2,0,46.49873942,7,Yes,Yes,A,2,01Lo,11974.85,21,0,Yes,W09,0,Yes,0.319899118
2054,1,603,593,NA,1,4,2,59.76054963,5,Yes,No,M,0,01Lo,5319.46,26,2,No,W02,0,Yes,0.944694645
2055,1,558,559,559,1,0,0,17.84279828,6,No,No,A,5,00No,16334.85,23,0,Yes,W08,2,No,0.225532719
2056,1,687,644,640,1,1,1,25.33335024,7,No,No,A,4,00No,13558.19,32,0,No,W07,1,No,0.57594458
2057,0,673,656,652,2,3,1,41.09863072,5,No,No,M,4,00No,9833.3,23,2,Yes,W09,1,No,0.305411072
2058,1,606,579,547,0,0,1,29.11139857,5,No,No,M,2,00No,9156.01,25,0,No,W09,1,No,0.674617691
2059,0,559,520,503,0,2,1,39.67158879,6,Yes,No,M,2,02Hi,10496.19,24,1,No,W05,0,Yes,0.043803356
2060,1,641,593,627,0,0,0,35.26287291,5,No,No,A,5,00No,17189.02,32,0,Yes,W08,2,Yes,0.880308271
2061,1,697,735,673,1,2,0,14.30893537,8,No,No,A,3,00No,10105.91,32,0,Yes,W07,1,Yes,0.86831364
2062,1,535,512,495,0,0,0,51.38417439,5,Yes,Yes,M,5,02Hi,13490.01,20,0,No,W08,1,No,0.729859683
2063,1,662,NA,NA,1,2,1,49.76981295,7,No,No,M,2,00No,12791.65,19,0,No,W06,0,No,0.346156665
2064,1,629,635,629,2,2,0,54.90453662,6,No,No,M,3,00No,12466.27,12,0,Yes,W04,1,No,0.826861515
2065,1,597,574,564,0,1,0,43.55964408,3,No,No,M,3,00No,9750.68,24,0,No,W03,1,No,0.70334405
2066,1,632,636,NA,0,1,0,28.54123986,7,No,No,A,3,00No,15443.54,27,0,No,W04,1,Yes,0.855912023
2067,1,567,521,555,1,3,1,53.03393201,3,No,No,P,2,00No,13692.99,19,1,No,W09,1,No,0.115522492
2068,1,667,655,635,1,2,1,49.36792876,5,No,No,A,4,00No,13844.8,30,0,Yes,W08,0,Yes,0.69165604
2069,1,563,568,587,1,3,0,52.48061538,5,No,Yes,M,2,02Hi,9999.02,24,0,No,W01,0,Yes,0.546776799
2070,1,687,685,NA,0,0,0,17.65651123,7,No,No,A,3,00No,16533.48,22,0,Yes,W09,2,Yes,0.143442374
2071,1,655,648,636,0,1,1,57.24243146,4,No,No,M,2,00No,13426.43,27,2,No,W05,1,Yes,0.196108062
2072,1,616,609,636,1,3,1,45.46280634,5,Yes,No,M,1,02Hi,11918.09,23,2,No,W04,0,Yes,0.443867276
2073,0,562,600,569,1,2,0,49.5922861,6,No,No,P,2,00No,12346.06,25,0,No,W01,0,Yes,0.987277611
2074,1,584,549,570,1,2,1,59.67361692,4,No,No,M,3,01Lo,10988.49,26,0,No,W04,0,No,0.092676837
2075,1,658,697,674,0,2,0,59.1167698,6,No,Yes,P,5,00No,16270.27,21,0,Yes,W08,2,Yes,0.56359391
2076,1,651,652,641,0,1,0,32.29516961,6,No,No,M,1,00No,12675.41,18,0,No,W10,2,No,0.55653753
2077,1,610,595,573,0,1,0,25.91405326,4,No,No,P,5,00No,13306.58,32,0,Yes,NA,2,No,0.112365106
2078,0,612,NA,596,1,1,1,36.16864032,6,No,No,A,2,02Hi,12879.87,30,2,No,W04,0,No,0.213410028
2079,1,726,720,737,1,1,0,46.08470546,7,No,No,M,2,00No,11303.04,24,2,No,W02,0,Yes,0.674269123
2080,1,732,764,739,1,0,0,49.60466874,7,No,No,A,5,00No,13760.87,24,0,Yes,W08,2,Yes,0.771320722
2081,1,618,658,604,2,4,1,38.25204259,4,No,No,M,4,01Lo,10573.9,26,1,No,W01,1,Yes,0.213071527
2082,0,646,597,614,1,1,1,58.70162828,5,Yes,Yes,M,2,02Hi,12828.22,23,2,No,W03,0,Yes,0.468987847
2083,1,643,588,591,1,4,2,63.28599854,4,No,No,M,1,00No,8065.07,26,1,No,W02,0,Yes,0.65825056
2084,1,623,580,606,1,2,0,54.46341612,4,No,No,M,3,00No,14759.2,33,0,No,W03,0,Yes,0.302261005
2085,1,673,702,631,1,0,1,33.26286867,5,No,No,A,2,00No,11919.09,35,2,No,W10,1,No,0.027519461
2086,0,582,599,589,0,0,1,63.17788715,4,Yes,No,M,2,02Hi,8467.44,23,2,No,W05,0,Yes,0.538644748
2087,1,632,NA,641,1,1,1,33.89296441,6,No,No,M,3,01Lo,9181.15,22,0,No,W07,1,Yes,0.445780366
2088,1,627,627,615,1,0,0,66.15797316,5,No,No,M,4,01Lo,11613.26,25,0,No,W04,0,Yes,0.7992287
2089,1,702,659,653,0,0,0,37.46551022,7,No,No,M,5,00No,15279.46,29,0,Yes,W08,1,No,0.130632768
